term_id,db,pathway_id,pathway_name,description,pathway_size,overlap_size,Process_primary,Process_all,Generic_parent_flag,is_Metabolism,is_ECM_Remodeling_Adhesion,is_Angiogenesis_Vascular_Hemostasis,is_Immune_Checkpoint_Tcell_Regulation,is_Innate_Immunity_Myeloid_Phagocyte,is_Apoptosis_Survival,is_Stress_Response_DNA_Damage_Autophagy,is_Cell_Cycle_DNA_Replication,is_Cytokine_JAK_STAT_Signaling,is_Oncogenic_GrowthFactor_Signaling,is_Other_Mixed_or_Generic
REACTOME:R-HSA-2980766,REACTOME,R-HSA-2980766,Nuclear Envelope Breakdown,R-HSA-2980766,53,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-2980767,REACTOME,R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",R-HSA-2980767,7,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-2990846,REACTOME,R-HSA-2990846,SUMOylation,R-HSA-2990846,176,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-2995383,REACTOME,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,R-HSA-2995383,19,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-2995410,REACTOME,R-HSA-2995410,Nuclear Envelope (NE) Reassembly,R-HSA-2995410,76,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3000157,REACTOME,R-HSA-3000157,Laminin interactions,R-HSA-3000157,30,1,ECM_Remodeling_Adhesion,ECM_Remodeling_Adhesion,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-3000170,REACTOME,R-HSA-3000170,Syndecan interactions,R-HSA-3000170,27,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3000171,REACTOME,R-HSA-3000171,Non-integrin membrane-ECM interactions,R-HSA-3000171,80,5,ECM_Remodeling_Adhesion,ECM_Remodeling_Adhesion,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-3000178,REACTOME,R-HSA-3000178,ECM proteoglycans,R-HSA-3000178,76,4,ECM_Remodeling_Adhesion,ECM_Remodeling_Adhesion,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-3000480,REACTOME,R-HSA-3000480,Scavenging by Class A Receptors,R-HSA-3000480,19,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3108232,REACTOME,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,R-HSA-3108232,170,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3214815,REACTOME,R-HSA-3214815,HDACs deacetylate histones,R-HSA-3214815,60,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3214842,REACTOME,R-HSA-3214842,HDMs demethylate histones,R-HSA-3214842,26,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3214847,REACTOME,R-HSA-3214847,HATs acetylate histones,R-HSA-3214847,108,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3229121,REACTOME,R-HSA-3229121,Glycogen storage diseases,R-HSA-3229121,16,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-3232118,REACTOME,R-HSA-3232118,SUMOylation of transcription factors,R-HSA-3232118,20,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3247509,REACTOME,R-HSA-3247509,Chromatin modifying enzymes,R-HSA-3247509,238,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3295583,REACTOME,R-HSA-3295583,TRP channels,R-HSA-3295583,28,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3299685,REACTOME,R-HSA-3299685,Detoxification of Reactive Oxygen Species,R-HSA-3299685,37,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3301854,REACTOME,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,R-HSA-3301854,36,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3322077,REACTOME,R-HSA-3322077,Glycogen synthesis,R-HSA-3322077,14,3,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-3371378,REACTOME,R-HSA-3371378,Regulation by c-FLIP,R-HSA-3371378,11,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3371453,REACTOME,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,R-HSA-3371453,84,2,Stress_Response_DNA_Damage_Autophagy,Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-3371497,REACTOME,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,R-HSA-3371497,57,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3371511,REACTOME,R-HSA-3371511,HSF1 activation,R-HSA-3371511,32,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3371556,REACTOME,R-HSA-3371556,Cellular response to heat stress,R-HSA-3371556,103,2,Stress_Response_DNA_Damage_Autophagy,Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-3371568,REACTOME,R-HSA-3371568,Attenuation phase,R-HSA-3371568,29,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3371571,REACTOME,R-HSA-3371571,HSF1-dependent transactivation,R-HSA-3371571,39,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-349425,REACTOME,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,R-HSA-349425,39,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-350054,REACTOME,R-HSA-350054,Notch-HLH transcription pathway,R-HSA-350054,28,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-350562,REACTOME,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),R-HSA-350562,38,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-351200,REACTOME,R-HSA-351200,Interconversion of polyamines,R-HSA-351200,3,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-351202,REACTOME,R-HSA-351202,Metabolism of polyamines,R-HSA-351202,46,4,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-352238,REACTOME,R-HSA-352238,Breakdown of the nuclear lamina,R-HSA-352238,3,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-354192,REACTOME,R-HSA-354192,Integrin signaling,R-HSA-354192,27,2,ECM_Remodeling_Adhesion,ECM_Remodeling_Adhesion,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-354194,REACTOME,R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins,R-HSA-354194,15,2,ECM_Remodeling_Adhesion,ECM_Remodeling_Adhesion;Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-3560782,REACTOME,R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,R-HSA-3560782,41,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-3560796,REACTOME,R-HSA-3560796,Defective PAPSS2 causes SEMD-PA,R-HSA-3560796,1,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3700989,REACTOME,R-HSA-3700989,Transcriptional Regulation by TP53,R-HSA-3700989,363,12,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-372708,REACTOME,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,R-HSA-372708,15,2,ECM_Remodeling_Adhesion,ECM_Remodeling_Adhesion;Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-372790,REACTOME,R-HSA-372790,Signaling by GPCR,R-HSA-372790,708,17,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-373076,REACTOME,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),R-HSA-373076,335,10,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-373080,REACTOME,R-HSA-373080,Class B/2 (Secretin family receptors),R-HSA-373080,94,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-373752,REACTOME,R-HSA-373752,Netrin-1 signaling,R-HSA-373752,44,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-373755,REACTOME,R-HSA-373755,Semaphorin interactions,R-HSA-373755,64,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-373760,REACTOME,R-HSA-373760,L1CAM interactions,R-HSA-373760,121,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-375165,REACTOME,R-HSA-375165,NCAM signaling for neurite out-growth,R-HSA-375165,63,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-375276,REACTOME,R-HSA-375276,Peptide ligand-binding receptors,R-HSA-375276,200,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-376176,REACTOME,R-HSA-376176,Signaling by ROBO receptors,R-HSA-376176,210,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3769402,REACTOME,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,R-HSA-3769402,44,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3781865,REACTOME,R-HSA-3781865,Diseases of glycosylation,R-HSA-3781865,147,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-380108,REACTOME,R-HSA-380108,Chemokine receptors bind chemokines,R-HSA-380108,57,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-380259,REACTOME,R-HSA-380259,Loss of Nlp from mitotic centrosomes,R-HSA-380259,69,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-380270,REACTOME,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,R-HSA-380270,81,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-380284,REACTOME,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,R-HSA-380284,69,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-380287,REACTOME,R-HSA-380287,Centrosome maturation,R-HSA-380287,81,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-380320,REACTOME,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,R-HSA-380320,95,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-380994,REACTOME,R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,R-HSA-380994,27,2,Stress_Response_DNA_Damage_Autophagy,Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-381033,REACTOME,R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,R-HSA-381033,12,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-381038,REACTOME,R-HSA-381038,XBP1(S) activates chaperone genes,R-HSA-381038,48,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-381042,REACTOME,R-HSA-381042,PERK regulates gene expression,R-HSA-381042,32,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-381070,REACTOME,R-HSA-381070,IRE1alpha activates chaperones,R-HSA-381070,50,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-381119,REACTOME,R-HSA-381119,Unfolded Protein Response (UPR),R-HSA-381119,93,5,Stress_Response_DNA_Damage_Autophagy,Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-381183,REACTOME,R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,R-HSA-381183,10,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-381340,REACTOME,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,R-HSA-381340,84,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-381426,REACTOME,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-381426,124,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-381771,REACTOME,R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",R-HSA-381771,21,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-382551,REACTOME,R-HSA-382551,Transport of small molecules,R-HSA-382551,721,28,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-382556,REACTOME,R-HSA-382556,ABC-family proteins mediated transport,R-HSA-382556,90,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-383280,REACTOME,R-HSA-383280,Nuclear Receptor transcription pathway,R-HSA-383280,53,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3858494,REACTOME,R-HSA-3858494,Beta-catenin independent WNT signaling,R-HSA-3858494,134,7,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3878781,REACTOME,R-HSA-3878781,Glycogen storage disease type IV (GBE1),R-HSA-3878781,3,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-388396,REACTOME,R-HSA-388396,GPCR downstream signalling,R-HSA-388396,633,16,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-388841,REACTOME,R-HSA-388841,Regulation of T cell activation by CD28 family,R-HSA-388841,258,12,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-389356,REACTOME,R-HSA-389356,Co-stimulation by CD28,R-HSA-389356,50,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-389357,REACTOME,R-HSA-389357,CD28 dependent PI3K/Akt signaling,R-HSA-389357,29,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-3899300,REACTOME,R-HSA-3899300,SUMOylation of transcription cofactors,R-HSA-3899300,44,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-389948,REACTOME,R-HSA-389948,Co-inhibition by PD-1,R-HSA-389948,205,11,Immune_Checkpoint_Tcell_Regulation,Immune_Checkpoint_Tcell_Regulation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-389957,REACTOME,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,R-HSA-389957,28,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-389958,REACTOME,R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,R-HSA-389958,33,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-390450,REACTOME,R-HSA-390450,Folding of actin by CCT/TriC,R-HSA-390450,10,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-390466,REACTOME,R-HSA-390466,Chaperonin-mediated protein folding,R-HSA-390466,92,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-390522,REACTOME,R-HSA-390522,Striated Muscle Contraction,R-HSA-390522,36,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3906995,REACTOME,R-HSA-3906995,Diseases associated with O-glycosylation of proteins,R-HSA-3906995,71,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-391251,REACTOME,R-HSA-391251,Protein folding,R-HSA-391251,98,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-391903,REACTOME,R-HSA-391903,Eicosanoid ligand-binding receptors,R-HSA-391903,15,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-391908,REACTOME,R-HSA-391908,Prostanoid ligand receptors,R-HSA-391908,9,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-392170,REACTOME,R-HSA-392170,ADP signalling through P2Y purinoceptor 12,R-HSA-392170,22,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-392499,REACTOME,R-HSA-392499,Metabolism of proteins,R-HSA-392499,2132,61,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-392517,REACTOME,R-HSA-392517,Rap1 signalling,R-HSA-392517,16,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-392518,REACTOME,R-HSA-392518,Signal amplification,R-HSA-392518,33,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-3928662,REACTOME,R-HSA-3928662,EPHB-mediated forward signaling,R-HSA-3928662,42,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
